,time,location,operator,route,aircraft_type,aboard,fatalities,description,month,year,day,latitude,longitude
2821,12:02,"Matabwe, Tanzania",DJB Air Charter,Dar es Salaam - Matabwe,Piper PA-31-310,10   (passengers:9  crew:1),1   (passengers:1  crew:0),"The pilot attempted to land using full flaps and touched down about halfway down the runway. He aborted the landing and applied power to take off. The aircraft struck trees beyond the end of the runway. The airport  is served by a 2,300 foot runway with a significant downslope on one end. The runway had been exposed to recent heavy rain.",January,2007,5,,
2319,10:30,"Florence, Italy",Air Littoral,Nice - Florence,Aerospatiale ATR-42-512,17   (passengers:14  crew:3),1   (passengers:0  crew:1),"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway.",July,1997,30,43.7698712,11.2555757
122,04:40,"Daytona Beach, Florida",Eastern Air Lines,Chicago - Daytona,Douglas DC-2,9   (passengers:7  crew:2),4   (passengers:2  crew:2),The plane struck a power pole while taking off from Daytona and crashed to the ground 600 feet from the first point of impact. The absence of reasonable notice to those operating and navigating the aircraft that an object had been erected which constituted a hazard to the aircraft taking off.,August,1937,10,29.2108147,-81.0228331
2046,11:37,"Heidelberg, Germany",Classic Wings,Frankfurt - Frankfurt,Douglas DC-3A,30   (passengers:27  crew:3),27   (passengers:24  crew:3),"The sightseeing tour struck a hill at 2,000 ft. while making a left turn in turbulence. Poor crew coordination. Overloaded.",December,1991,22,49.4093582,8.694724
2438,c 17:25,"Mt. Mauna Loa, Hawaii",Big Island Airlines,Sightseeing,Piper PA-31-350 Navajo Chieftain,10   (passengers:9  crew:1),10   (passengers:9  crew:1),"The sightseeing plane crashed on the northeast slopes of Mauna Loa volcano on the island of Hawaii at an altitude of about 10,500 feet. The pilot's decision to continue visual flight into instrument meteorological conditions (IMC) in an area of cloud-covered mountainous terrain. Contributing to the accident were the pilot's failure to properly navigate and his disregard for standard operating procedures, including flying into IMC while on a visual flight rules flight plan and failure to obtain a current preflight weather briefing.",September,1999,25,19.4717348,-155.5923741
1691,19:30,"Gimli, Manitoba, Canada",Air Canada,Montreal - Edmonton,Boeing B-767-233ER,69   (passengers:61  crew:8),0   (passengers:0  crew:0),"The aircraft took off from Montreal bound for Edmonton with less than half the fuel required to make the trip. A computer known as the ""Fuel Quantity Information System Processor""  was not working properly so the ground crew made manual calculations for the amount of needed fuel. However, they used pounds/liter for the specific gravity factor instead of kilograms/liter. This was first model of aircraft of Air Canada to use kilograms. The aircraft ran out of fuel at 41,000 feet. With only standby instruments (magnetic compass, artificial horizon, airspeed indicator and altimeter) and no slats or flaps, the plane landed safely on a 7,200 ft. runway at Gimli, a former Air Force base converted into a racing drag strip. The plane became known as the ""Gimli Glider.""  The TV movie Falling from the Sky: Flight 174 was made about this incident in 1995.",July,1983,23,50.6323125,-96.9881076
1710,16:16,"JFK Airport, New York, New York",Scandinavian Airlines (SAS),"Oslo, Norway, New York, NY",McDonnell Douglas DC-10-30,177   (passengers:163  crew:14),0   (passengers:0  crew:0),"While attempting to land at JFK, New York, the aircraft touched down 4,700 feet beyond the threshold, slid off end of runway and came to rest in a tidal waterway. The crew's disregard for prescribed procedures for monitoring and controlling of airspeed during the final stages of the approach and decision to continue the landing rather than to execute a missed approach. Overreliance on the autothrottle speed control system which had a history of recent malfunctions.",February,1984,28,40.6429479,-73.7793733748521
2836,20:30,"Freetown, Sierra Leone",Paramount Airlilnes,Shuttle,Mi-8,22   (passengers:20  crew:2),21   (passengers:20  crew:1),The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.,June,2007,3,8.479004,-13.26795
744,14:39,"Siuna, Nicaragua",Lanica,Siuna - Bonanza,Curtiss C-46A-40-CU,18   (passengers:14  crew:4),2   (passengers:1  crew:1),Flew into a hill shortly after taking off. Engine failure due to a  fatigue crack at a valve.,April,1960,5,13.7344412,-84.7779262
2010,17:41,"Aspen, Colorado",Air Taxi - Richmor Aviation,"Las Vegas, NV - Aspen, CO",Learjet35A,3   (passengers:1  crew:2),3   (passengers:1  crew:2),During an unstabilized approach in snow covered terrain and after not lining up correctly the pilot tried to correct the plane back to the centerline and inadvertently stalled the plane which crashed right wing first into the ground. Airspeed not maintained. Inadvertent stall.,February,1991,13,39.1911128,-106.8235606
1170,18:00,"Garberville, California",Shelter Cove Sea Park,"Shelter Cove, CA - San Jose, CA",Douglas DC-3,24   (passengers:21  crew:3),17   (passengers:15  crew:2),"The aircraft was unable to gain height on takeoff. It struck a transformer and a building, became airborne and went off a cliff into the ocean. Failure of the pilot to remove the rudder and elavator gust locks.",June,1971,28,40.100569,-123.796139
2169,12:05,"Near Abuja, Nigeria",Aerocontroctors - Charter,Lagos - Abuja,de Havilland Canada DHC-6 Twin Otter 300,5   (passengers:3  crew:2),3   (passengers:2  crew:1),"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence.",September,1994,13,,
2993,13:00,"Bandundu, Congo Democratic Republic",Filair,Kinshasa - Bandundu,Let 410UVP-E,20   (passengers:17  crew:3),19   (passengers:16  crew:3),"The plane crashed 2km from the airstirp and impacted a house as it attempted to land following a go-around. A passenger brought aboard a crocodile hidden in a sports bag. The crocodile escaped, causing a panic among passengers who all rushed to one end of the plane. This caused an imbalance in the aircraft which led to loss of control and a crash.",August,2010,25,,
2146,14:27,"Near El Rosa, Colombia",Lineas Aereas de los Libertadores,Furatena - Quipama - Boyaca - Bogota,Cessna 208 Caravan I,9   (passengers:8  crew:1),8   (passengers:7  crew:1),Crashed into a mountain while inbound for Bogota.,April,1994,29,,
179,17:00,Atlantic Ocean,Great Western and Southern Air Lines,"Isles of Scilly - Penzance, Cornwall",de Havilland DH-84 Dragon,6   (passengers:5  crew:1),6   (passengers:5  crew:1),Shot down by a He-111 German military aircraft 20 minutes after takeoff..,June,1941,3,13.581921,-38.320312
2504,17:33,"Hillsboro, Missouri",Private,St. Louis - New Madrid,Cessna 335,3   (passengers:2  crew:1),3   (passengers:2  crew:1),"The twin engine Cessna crashed into a densely wooded area, 30 miles south of St. Louis, 25 minutes after taking off from Parks Airport. The plane was flying in rain and fog when the pilot reported he was at 6,500 feet and having problems with the artificial horizon. Radar contact was soon lost with the aircraft.  Witnesses reported hearing a plane in a dive followed by an explosion.  Wreckage was scattered over a wide area.  Mel Carnahan, 66, Governor of Missouri was killed in the accident along with a campaign aide and his son, Roger, who was piloting the plane.",October,2000,16,38.2322766,-90.5629034
2035,13:15,"Ketchikan, Alaska",Temsco Airlines,"Ketchikan, AK - Wrangell, AK",Britten-Norman BN-2A-6 Islander,4   (passengers:3  crew:1),4   (passengers:3  crew:1),"Crashed while en route, flying VFR in deteriorating weather. The pilot attempting to operate VFR in IFR conditions.",August,1991,20,55.3430696,-131.6466819
1045,c 10:30,"Off Cap d'Antibes, France",Air France,Ajaccio - Nice,Sud-Aviation Caravelle 3,95   (passengers:89  crew:6),95   (passengers:89  crew:6),"The airliner crashed into the Mediterranean sea, 10 miles south of Nice Airport, while attempting an emergency landing 21 minutes after taking off. Prior to the crash a message was received that there was fire aboard in the rear of the cabin.",September,1968,11,43.5548344,7.1284027
387,16:00,"Trinity Bay, Newfoundland",Saint Lawrence Airways,Trinity - Rimouski,Avro Anson,10   (passengers:?  crew:?),6   (passengers:?  crew:?),Crashed shortly after taking off.,February,1949,2,48.9783094,-53.7993725
2462,19:50,"Sacramento, California",Emery Worldwide,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,3   (passengers:0  crew:3),3   (passengers:0  crew:3),The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,February,2000,16,38.5815719,-121.4943996
2013,09:44,"Near Colorado Springs, Colorado",United Air Lines,Denver - Colorado Springs,Boeing B-737-291,25   (passengers:20  crew:5),25   (passengers:20  crew:5),"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline.",March,1991,3,,
1973,21:34,"Cove Neck, New York",AVIANCA,Medellin - New York City,Boeing B-707-321B,158   (passengers:149  crew:9),73   (passengers:65  crew:8),"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.",January,1990,25,40.8823207,-73.5059562
